"FoodID","FoodOrder","RecipeFoodID","PreparationMethodID","AmountIsAsPurchased","AmountUnitID","AmountValue","RecipeFoodText","RecipeFoodTextNormalized","RecipeFoodTextPhonetic"
28084,13,1123,,0,6,2.00,"2 Tbsp tomato paste, no salt added","2 TBSP TOMATO PASTE NO SALT ADDED","TBSP TMT PST  N SLT ATT"
28084,14,514,22,0,11,10.00,"1-10 oz can kidney beans, drain/rinse","1 10 OZ CAN KIDNEY BEANS DRAIN RINSE","  OS KN KTN BNS  TRN RNS"
28084,15,11722,,0,6,1.00,"1 Tbsp fresh chopped oregano","1 TBSP FRESH CHOPPED OREGANO","TBSP FRX XPT ORKN"
28084,16,2872,,0,8,1.00,"1 cup salad macaroni","1 CUP SALAD MACARONI","KP SLT MKRN"
28085,1,30554,,0,8,1.00,"1 cup chicken stock","1 CUP CHICKEN STOCK","KP XKN STK"
28085,2,633,1,0,8,0.25,"1/4 cup diced onion","1 4 CUP DICED ONION","  KP TST ONN"
28085,3,1067,,0,2,0.50,"1 tsp minced fresh garlic","1 TSP MINCED FRESH GARLIC","TSP MNST FRX KRLK"
28085,4,630,1,0,2,6.00,"6 sliced fresh mushrooms","6 SLICED FRESH MUSHROOMS","SLST FRX MXRMS"
28085,5,821,,0,5,0.25,"1/4 tsp dried thyme","1 4 TSP DRIED THYME","  TSP TRT 0M"
28085,6,29185,40,0,15,1.00,"1 pound ground turkey breast","1 POUND GROUND TURKEY BREAST","PNT KRNT TRK BRST"
28085,7,350,,0,8,0.50,"1/2 cup bread crumbs (plain white)","1 2 CUP BREAD CRUMBS PLAIN WHITE ","  KP BRT KRMBS PLN WT "
28085,8,4028,,0,8,0.25,"1/4 cup fat free egg substitute","1 4 CUP FAT FREE EGG SUBSTITUTE","  KP FT FR EK SBSTTT"
28085,9,818,,0,5,0.12,"Black pepper to taste","BLACK PEPPER TO TASTE","BLK PPR T TST"
28085,10,1123,,0,6,1.00,"1 Tbsp tomato paste, no added salt","1 TBSP TOMATO PASTE NO ADDED SALT","TBSP TMT PST  N ATT SLT"
28085,11,514,22,0,11,12.00,"1-12 oz can kidney beans, rinse/drain","1 12 OZ CAN KIDNEY BEANS RINSE DRAIN","  OS KN KTN BNS  RNS TRN"
28085,12,5812,,0,6,2.00,"2 Tbsp low-sodium catsup","2 TBSP LOW SODIUM CATSUP","TBSP L STM KTSP"
28085,13,633,6,0,2,0.50,"1/2 onion, sliced","1 2 ONION SLICED","  ONN  SLST"
28085,14,643,6,0,8,0.25,"1/4 cup sliced green bell pepper","1 4 CUP SLICED GREEN BELL PEPPER","  KP SLST KRN BL PPR"
28085,15,1067,,0,2,0.25,"1/2 tsp minced garlic","1 2 TSP MINCED GARLIC","  TSP MNST KRLK"
28085,16,30554,,0,8,0.25,"1/4 cup chicken stock","1 4 CUP CHICKEN STOCK","  KP XKN STK"
28085,17,1481,,0,8,0.50,"1/2 cup dry white wine","1 2 CUP DRY WHITE WINE","  KP TR WT WN"
28085,18,30554,,0,8,1.00,"1 cup chicken stock","1 CUP CHICKEN STOCK","KP XKN STK"
28085,19,1706,,0,6,1.00,"1 Tbsp cornstarch","1 TBSP CORNSTARCH","TBSP KRNSTRX"
28086,1,29250,8,0,8,2.00,"2 cups frozen peas","2 CUPS FROZEN PEAS","KPS FRSN PS"
28086,2,29242,8,0,8,1.00,"1 cup frozen carrots","1 CUP FROZEN CARROTS","KP FRSN KRTS"
28086,3,30554,,0,8,0.50,"1/2 cup chicken stock, amount variable","1 2 CUP CHICKEN STOCK AMOUNT VARIABLE","  KP XKN STK  AMNT FRBL"
28086,4,819,,0,5,0.12,"Pinch of cayenne pepper","PINCH OF CAYENNE PEPPER","PNX OF KYN PPR"
28086,5,550,,0,6,1.00,"1 Tbsp apricot or orange fruit preserves","1 TBSP APRICOT OR ORANGE FRUIT PRESERVES","TBSP APRKT OR ORNJ FRT PRSRFS"
28087,1,29728,,0,8,0.50,"1/2 cup dried plum (prune) puree","1 2 CUP DRIED PLUM PRUNE PUREE","  KP TRT PLM PRN  PR"
28087,2,4028,,0,8,0.50,"1/2 cup fat free egg substitute","1 2 CUP FAT FREE EGG SUBSTITUTE","  KP FT FR EK SBSTTT"
28087,3,235,,0,2,2.00,"2 mashed bananas","2 MASHED BANANAS","MXT BNNS"
28087,4,94,,0,8,1.00,"1 cup nonfat yogurt","1 CUP NONFAT YOGURT","KP NNFT YKRT"
28087,5,561,,0,8,0.50,"1/2 cup sugar","1 2 CUP SUGAR","  KP SKR"
28087,6,1903,,0,6,1.00,"1 Tbsp vanilla extract","1 TBSP VANILLA EXTRACT","TBSP FNL EKSTRKT"
28087,7,502,,0,8,2.50,"2 1/2 cups all purpose flour","2 1 2 CUPS ALL PURPOSE FLOUR","  KPS AL PRPS FLR"
28087,8,1871,,0,8,1.00,"1 cup oatmeal","1 CUP OATMEAL","KP OTML"
28087,9,681,,0,6,0.50,"1/2 Tbsp baking powder","1 2 TBSP BAKING POWDER","  TBSP BKNK PTR"
28087,10,1611,,0,6,0.50,"1/2 Tbsp baking soda","1 2 TBSP BAKING SODA","  TBSP BKNK ST"
28087,11,526,,0,8,0.25,"1/4 cup pecan pieces","1 4 CUP PECAN PIECES","  KP PKN PSS"
28088,1,504,1,0,8,1.00,"1 cup cake flour","1 CUP CAKE FLOUR","KP KK FLR"
28088,2,4708,,0,8,0.50,"1/2 cup Dutch process cocoa powder","1 2 CUP DUTCH PROCESS COCOA POWDER","  KP TX PRSS KK PTR"
28088,3,681,,0,5,0.50,"1/2 tsp baking powder","1 2 TSP BAKING POWDER","  TSP BKNK PTR"
28088,4,1611,,0,5,1.00,"1 tsp baking soda","1 TSP BAKING SODA","TSP BKNK ST"
28088,5,559,,0,8,0.75,"3/4 cup packed light brown sugar","3 4 CUP PACKED LIGHT BROWN SUGAR","  KP PKT LFT BRN SKR"
28088,6,97,1,0,2,3.00,"3 egg whites","3 EGG WHITES","EK WTS"
28088,7,29728,,0,8,0.50,"1/2 cup prune puree","1 2 CUP PRUNE PUREE","  KP PRN PR"
28088,8,57,1,0,8,0.33,"1/3 cup skim milk","1 3 CUP SKIM MILK","  KP SKM MLK"
28088,9,1903,,0,5,2.00,"2 tsp vanilla extract","2 TSP VANILLA EXTRACT","TSP FNL EKSTRKT"
28088,10,9520,62,0,8,0.50,"1/2 cup decaf or Pero coffee","1 2 CUP DECAF OR PERO COFFEE","  KP TKF OR PR KF"
28089,1,502,,0,8,2.00,"2 cups all purpose flour","2 CUPS ALL PURPOSE FLOUR","KPS AL PRPS FLR"
28089,2,681,,0,5,1.00,"1 tsp baking powder","1 TSP BAKING POWDER","TSP BKNK PTR"
28089,3,1611,,0,5,1.00,"1 tsp baking soda","1 TSP BAKING SODA","TSP BKNK ST"
28089,4,1871,,0,8,1.00,"1 cup oatmeal","1 CUP OATMEAL","KP OTML"
28089,5,29728,,0,8,1.00,"1 cup prune puree","1 CUP PRUNE PUREE","KP PRN PR"
28089,6,561,,0,8,0.50,"1/2 cup sugar","1 2 CUP SUGAR","  KP SKR"
28089,7,97,1,0,2,4.00,"4 egg whites or 1/2 cup egg substitute","4 EGG WHITES OR 1 2 CUP EGG SUBSTITUTE","EK WTS OR   KP EK SBSTTT"
28089,8,94,,0,8,1.00,"1 cup nonfat yogurt","1 CUP NONFAT YOGURT","KP NNFT YKRT"
28089,9,1903,,0,6,1.00,"1 Tbsp vanilla extract","1 TBSP VANILLA EXTRACT","TBSP FNL EKSTRKT"
28089,10,945,1,0,2,1.00,"1 sliced, peeled apple","1 SLICED PEELED APPLE","SLST  PLT APL"
28089,11,811,,0,5,1.00,"1 tsp ground cinnamon","1 TSP GROUND CINNAMON","TSP KRNT SNMN"
28089,12,526,,0,6,2.00,"2 Tbsp chopped pecans","2 TBSP CHOPPED PECANS","TBSP XPT PKNS"
28090,1,29254,1,0,2,4.00,"4 medium potatoes","4 MEDIUM POTATOES","MTM PTTS"
28090,2,514,22,0,11,15.00,"1-15 oz can red beans, drained/rinsed","1 15 OZ CAN RED BEANS DRAINED RINSED","  OS KN RT BNS  TRNT RNST"
28090,3,1067,,0,2,1.00,"1 tsp garlic, minced","1 TSP GARLIC MINCED","TSP KRLK  MNST"
28090,4,1123,,0,6,1.50,"1 1/2 Tbsp tomato paste, no salt added","1 1 2 TBSP TOMATO PASTE NO SALT ADDED","  TBSP TMT PST  N SLT ATT"
28090,5,11729,,0,5,1.00,"1 tsp cumin","1 TSP CUMIN","TSP KMN"
28090,6,810,,0,5,0.75,"1/2 - 1 tsp chili powder","1 2 1 TSP CHILI POWDER","    TSP XL PTR"
28090,7,815,,0,5,1.00,"1 tsp dried oregano","1 TSP DRIED OREGANO","TSP TRT ORKN"
28090,8,633,6,0,2,0.25,"1/4 onion, diced fine","1 4 ONION DICED FINE","  ONN  TST FN"
28090,9,29707,6,0,2,0.25,"1/4 red bell pepper, diced fine","1 4 RED BELL PEPPER DICED FINE","  RT BL PPR  TST FN"
28090,10,8703,6,0,2,0.25,"1/4 yellow bell pepper, diced fine","1 4 YELLOW BELL PEPPER DICED FINE","  YL BL PPR  TST FN"
28090,11,643,6,0,2,0.25,"1/4 green bell pepper, diced fine","1 4 GREEN BELL PEPPER DICED FINE","  KRN BL PPR  TST FN"
28090,12,1664,,0,2,0.50,"1/2 anaheim chile, remove seeds/dice fine","1 2 ANAHEIM CHILE REMOVE SEEDS DICE FINE","  ANHM XL  RMF STS TS FN"
28090,13,30554,,0,8,0.75,"3/4 cup chicken broth","3 4 CUP CHICKEN BROTH","  KP XKN BR0"
28090,14,671,6,0,2,2.50,"3/4 cup (2-3) tomatoes, seedless","3 4 CUP 2 3 TOMATOES SEEDLESS","  KP    TMTS  STLS"
28090,15,13763,,0,8,1.00,"1 cup low fat grated mozzarella cheese","1 CUP LOW FAT GRATED MOZZARELLA CHEESE","KP L FT KRTT MSRL XS"
28090,16,30556,,0,6,4.00,"4 Tbsp fat free sour cream","4 TBSP FAT FREE SOUR CREAM","TBSP FT FR SR KRM"
28090,17,8556,,0,6,2.00,"2 Tbsp fresh chopped cilantro","2 TBSP FRESH CHOPPED CILANTRO","TBSP FRX XPT SLNTR"
28091,1,29254,1,0,2,4.00,"4 medium potatoes","4 MEDIUM POTATOES","MTM PTTS"
28091,2,30554,,0,8,2.00,"2 cups chicken broth","2 CUPS CHICKEN BROTH","KPS XKN BR0"
28091,3,1481,,0,8,1.00,"1 cup white wine","1 CUP WHITE WINE","KP WT WN"
28091,4,630,6,0,2,12.00,"12 small mushrooms-sliced thin","12 SMALL MUSHROOMS SLICED THIN","SML MXRMS SLST 0N"
28091,5,643,6,0,2,1.00,"1 green bell pepper, diced medium","1 GREEN BELL PEPPER DICED MEDIUM","KRN BL PPR  TST MTM"
28091,6,29707,6,0,2,1.00,"1 red bell pepper, diced medium","1 RED BELL PEPPER DICED MEDIUM","RT BL PPR  TST MTM"
28091,7,14594,40,0,11,12.00,"4 boneless, skinless chicken breast (12 oz)","4 BONELESS SKINLESS CHICKEN BREAST 12 OZ ","BNLS  SKNLS XKN BRST  OS "
28091,8,62,6,0,8,1.00,"1 cup evaporated skim milk","1 CUP EVAPORATED SKIM MILK","KP EFPRTT SKM MLK"
28091,9,1706,,0,6,2.00,"2 Tbsp cornstarch","2 TBSP CORNSTARCH","TBSP KRNSTRX"
28091,10,30556,,0,6,4.00,"4 Tbsp fat free sour cream","4 TBSP FAT FREE SOUR CREAM","TBSP FT FR SR KRM"
28091,11,818,,0,5,0.25,"Black pepper to taste","BLACK PEPPER TO TASTE","BLK PPR T TST"
28092,1,561,,0,8,0.25,"1/4 cup sugar","1 4 CUP SUGAR","  KP SKR"
28092,2,29728,,0,8,0.33,"1/3 cup pureed prunes","1 3 CUP PUREED PRUNES","  KP PRT PRNS"
28092,3,4028,,0,8,0.33,"1/3 cup egg substitute","1 3 CUP EGG SUBSTITUTE","  KP EK SBSTTT"
28092,4,57,1,0,8,1.12,"1 cup & 2 Tbsp skim milk","1 CUP 2 TBSP SKIM MILK","KP   TBSP SKM MLK"
28092,5,1903,,0,5,1.50,"1 1/2 tsp vanilla extract","1 1 2 TSP VANILLA EXTRACT","  TSP FNL EKSTRKT"
28092,6,504,1,0,8,2.25,"2 1/4 cups whole wheat pastry flour","2 1 4 CUPS WHOLE WHEAT PASTRY FLOUR","  KPS WL WT PSTR FLR"
28092,7,1871,,0,8,1.12,"1 cup & 2 Tbsp rolled oats","1 CUP 2 TBSP ROLLED OATS","KP   TBSP RLT OTS"
28092,8,681,,0,6,1.50,"1 1/2 Tbsp baking powder","1 1 2 TBSP BAKING POWDER","  TBSP BKNK PTR"
28092,9,1611,,0,5,0.33,"1/3 tsp baking soda","1 3 TSP BAKING SODA","  TSP BKNK ST"
28092,10,960,18,0,8,2.00,"2 cups fresh or frozen blueberries","2 CUPS FRESH OR FROZEN BLUEBERRIES","KPS FRX OR FRSN BLBRS"
28093,1,1871,,0,8,2.00,"2 cups rolled oats","2 CUPS ROLLED OATS","KPS RLT OTS"
28093,2,57,,0,8,2.00,"2 cups skim milk","2 CUPS SKIM MILK","KPS SKM MLK"
28093,3,307,,0,6,2.00,"2 Tbsp dark seedless raisins","2 TBSP DARK SEEDLESS RAISINS","TBSP TRK STLS RSNS"
28093,4,223,,0,2,1.00,"1 apple, cored and chopped","1 APPLE CORED AND CHOPPED","APL  KRT ANT XPT"
28093,5,3007,,0,6,2.00,"2 Tbsp dried cranberries","2 TBSP DRIED CRANBERRIES","TBSP TRT KRNBRS"
28093,6,235,,0,2,1.00,"1 banana, sliced","1 BANANA SLICED","BNN  SLST"
28093,7,508,,0,6,1.00,"1 Tbsp sliced almonds","1 TBSP SLICED ALMONDS","TBSP SLST ALMNTS"
28093,8,273,,0,2,1.00,"1 orange, peeled and cubed","1 ORANGE PEELED AND CUBED","ORNJ  PLT ANT KBT"
28093,9,94,,0,8,1.00,"1 cup plain nonfat yogurt","1 CUP PLAIN NONFAT YOGURT","KP PLN NNFT YKRT"
28094,1,2862,,0,8,1.50,"1 1/2 cups brown rice","1 1 2 CUPS BROWN RICE","  KPS BRN RS"
28094,2,1821,,0,8,1.50,"1 1/2 cups water","1 1 2 CUPS WATER","  KPS WTR"
28094,3,30555,,0,8,1.50,"1 1/2 cups fat free chicken broth","1 1 2 CUPS FAT FREE CHICKEN BROTH","  KPS FT FR XKN BR0"
28094,4,30555,,0,8,0.50,"1/2 cups fat free chicken broth","1 2 CUPS FAT FREE CHICKEN BROTH","  KPS FT FR XKN BR0"
28094,5,2990,,0,6,2.00,"2 Tbsp apple juice concentrate","2 TBSP APPLE JUICE CONCENTRATE","TBSP APL JS KNSNTRT"
28094,6,1068,,0,6,1.00,"1 Tbsp fresh ginger root, peeled/chopped","1 TBSP FRESH GINGER ROOT PEELED CHOPPED","TBSP FRX JNJR RT  PLT XPT"
28094,7,2835,,0,6,1.00,"1 Tbsp light soy sauce","1 TBSP LIGHT SOY SAUCE","TBSP LFT S SS"
28094,8,1659,,0,8,1.00,"1 cup daikon radish, thinly sliced/peeled","1 CUP DAIKON RADISH THINLY SLICED PEELED","KP TKN RTX  0NL SLST PLT"
28094,9,29707,6,0,2,0.50,"1/2 red bell pepper, sliced thin","1 2 RED BELL PEPPER SLICED THIN","  RT BL PPR  SLST 0N"
28094,10,600,6,0,2,1.00,"1 carrot, peeled and sliced thin","1 CARROT PEELED AND SLICED THIN","KRT  PLT ANT SLST 0N"
28094,11,1664,,0,2,0.50,"1/2 anaheim chile, deseeded and minced","1 2 ANAHEIM CHILE DESEEDED AND MINCED","  ANHM XL  TSTT ANT MNST"
28094,12,818,,0,5,0.50,"1/2 tsp fresh cracked black pepper","1 2 TSP FRESH CRACKED BLACK PEPPER","  TSP FRX KRKT BLK PPR"
28094,13,1067,,0,5,1.00,"1 tsp minced garlic","1 TSP MINCED GARLIC","TSP MNST KRLK"
28094,14,2974,6,0,15,1.00,"1 lb large raw shrimp, peeled/deveined","1 LB LARGE RAW SHRIMP PEELED DEVEINED","LB LRJ R XRMP  PLT TFNT"
28094,15,8552,,0,6,2.00,"2 Tbsp thinly sliced fresh basil","2 TBSP THINLY SLICED FRESH BASIL","TBSP 0NL SLST FRX BSL"
28094,16,269,,0,6,2.00,"Juice of 1 lime","JUICE OF 1 LIME","JS OF  LM"
28095,1,4174,12,0,11,8.00,"8 oz flank steak","8 OZ FLANK STEAK","OS FLNK STK"
28095,2,9240,,0,8,0.25,"1/4 cup nonfat Italian salad dressing","1 4 CUP NONFAT ITALIAN SALAD DRESSING","  KP NNFT ITLN SLT TRSNK"
28095,3,1826,,0,8,8.00,"8 cups mixed dark greens (2c. per person)","8 CUPS MIXED DARK GREENS 2C PER PERSON ","KPS MKST TRK KRNS K PR PRSN "
28095,4,29253,30,0,2,3.00,"2 large russet potatoes, wash/slice thin","2 LARGE RUSSET POTATOES WASH SLICE THIN","LRJ RST PTTS  WX SLS 0N"
28095,5,633,6,0,2,1.00,"1 medium onion, peeled and sliced thin","1 MEDIUM ONION PEELED AND SLICED THIN","MTM ONN  PLT ANT SLST 0N"
28095,6,600,6,0,2,3.00,"3 carrots, peeled and sliced thin","3 CARROTS PEELED AND SLICED THIN","KRTS  PLT ANT SLST 0N"
28095,7,818,,0,5,0.25,"Black pepper to taste","BLACK PEPPER TO TASTE","BLK PPR T TST"
28095,8,30555,,0,8,0.25,"1/4 cup fat free, low sodium chicken broth","1 4 CUP FAT FREE LOW SODIUM CHICKEN BROTH","  KP FT FR  L STM XKN BR0"
28095,9,30555,,0,8,1.00,"1 cup fat free, low sodium chicken broth","1 CUP FAT FREE LOW SODIUM CHICKEN BROTH","KP FT FR  L STM XKN BR0"
28095,10,727,,0,8,0.25,"1/4 cup cider vinegar","1 4 CUP CIDER VINEGAR","  KP STR FNKR"
28095,11,9240,,0,8,0.25,"1/4 cup nonfat Italian salad dressing","1 4 CUP NONFAT ITALIAN SALAD DRESSING","  KP NNFT ITLN SLT TRSNK"
28095,12,630,44,0,2,2.00,"2 mushrooms, wash and slice thin","2 MUSHROOMS WASH AND SLICE THIN","MXRMS  WX ANT SLS 0N"
28095,13,671,6,0,2,1.00,"1 ripe tomato, dice 1/4'', remove seeds","1 RIPE TOMATO DICE 1 4 REMOVE SEEDS","RP TMT  TS    RMF STS"
28095,14,818,,0,5,0.25,"Black pepper to taste","BLACK PEPPER TO TASTE","BLK PPR T TST"
28095,15,815,,0,5,0.25,"1/4 tsp dried oregano","1 4 TSP DRIED OREGANO","  TSP TRT ORKN"
28096,1,1481,,0,8,0.50,"1/2 cup white wine","1 2 CUP WHITE WINE","  KP WT WN"
28096,2,30555,,0,8,2.00,"2 cups fat free, low sodium chicken broth","2 CUPS FAT FREE LOW SODIUM CHICKEN BROTH","KPS FT FR  L STM XKN BR0"
28096,3,1821,,0,8,1.00,"1 cup water","1 CUP WATER","KP WTR"
28096,4,483,,0,8,1.00,"1 cup Arborio rice","1 CUP ARBORIO RICE","KP ARBR RS"
28096,5,630,44,0,8,2.00,"2 cups mushrooms, sliced thin","2 CUPS MUSHROOMS SLICED THIN","KPS MXRMS  SLST 0N"
28096,6,1067,,0,2,0.25,"1/2 tsp garlic","1 2 TSP GARLIC","  TSP KRLK"
28096,7,14,,0,6,4.00,"4 Tbsp Parmesan cheese","4 TBSP PARMESAN CHEESE","TBSP PRMSN XS"
28096,8,818,,0,5,0.25,"Black pepper to taste","BLACK PEPPER TO TASTE","BLK PPR T TST"
28097,1,1481,,0,8,0.25,"1/4 cup white wine","1 4 CUP WHITE WINE","  KP WT WN"
28097,2,30554,,0,8,0.25,"1/4 cup chicken broth","1 4 CUP CHICKEN BROTH","  KP XKN BR0"
28097,3,1123,,0,6,1.00,"1 Tbsp tomato paste, no added salt","1 TBSP TOMATO PASTE NO ADDED SALT","TBSP TMT PST  N ATT SLT"
28097,4,29700,6,0,2,1.00,"1 yellow squash, dice 1/4'' pieces","1 YELLOW SQUASH DICE 1 4 PIECES","YL SKX  TS   PSS"
28097,5,1111,8,0,2,1.00,"1 zucchini, dice 1/4'' pieces","1 ZUCCHINI DICE 1 4 PIECES","SKXN  TS   PSS"
28097,6,630,8,0,8,1.00,"1 cup mushrooms, slice thin","1 CUP MUSHROOMS SLICE THIN","KP MXRMS  SLS 0N"
28097,7,671,6,0,2,1.00,"1 fresh tomato, remove core/dice 1/4''","1 FRESH TOMATO REMOVE CORE DICE 1 4","FRX TMT  RMF KR TS  "
28097,8,587,8,0,8,1.00,"1 cup broccoli fleurettes","1 CUP BROCCOLI FLEURETTES","KP BRKKL FLRTS"
28097,9,29707,6,0,2,0.50,"1/2 red bell pepper, dice 1/4''","1 2 RED BELL PEPPER DICE 1 4","  RT BL PPR  TS  "
28097,10,597,8,0,8,0.50,"1/2 cup savoy cabbage, slice thin","1 2 CUP SAVOY CABBAGE SLICE THIN","  KP SF KBJ  SLS 0N"
28097,11,8552,,0,4,20.00,"20 leaves fresh basil, chop very fine","20 LEAVES FRESH BASIL CHOP VERY FINE","LFS FRX BSL  XP FR FN"
28098,1,284,,0,15,1.00,"1 lb ripe peaches, cut 8 wedges/peach","1 LB RIPE PEACHES CUT 8 WEDGES PEACH","LB RP PXS  KT  WJS PX"
28098,2,550,,0,6,1.00,"1 Tbsp apricot all, fruit preserves","1 TBSP APRICOT ALL FRUIT PRESERVES","TBSP APRKT AL  FRT PRSRFS"
28098,3,811,,0,5,0.25,"1/4 tsp ground cinnamon","1 4 TSP GROUND CINNAMON","  TSP KRNT SNMN"
28098,4,275,,0,6,1.00,"1 Tbsp fresh squeezed orange juice","1 TBSP FRESH SQUEEZED ORANGE JUICE","TBSP FRX SKST ORNJ JS"
28098,5,1871,,0,8,0.50,"1/2 cup oatmeal","1 2 CUP OATMEAL","  KP OTML"
28098,6,504,1,0,8,0.50,"1/2 cup whole wheat pastry flour","1 2 CUP WHOLE WHEAT PASTRY FLOUR","  KP WL WT PSTR FLR"
28098,7,811,,0,6,1.00,"1 Tbsp ground cinnamon","1 TBSP GROUND CINNAMON","TBSP KRNT SNMN"
28098,8,2990,,0,8,0.25,"1/4 cup apple juice concentrate","1 4 CUP APPLE JUICE CONCENTRATE","  KP APL JS KNSNTRT"
28099,1,11987,,0,11,15.00,"1 1/2-10 oz pkgs lite silken tofu","1 1 2 10 OZ PKGS LITE SILKEN TOFU","   OS PKKS LT SLKN TF"
28099,2,4708,,0,8,0.50,"1/2 cup cocoa powder","1 2 CUP COCOA POWDER","  KP KK PTR"
28099,3,561,,0,8,0.33,"1/3 cup sugar (or prune puree)","1 3 CUP SUGAR OR PRUNE PUREE ","  KP SKR OR PRN PR "
28099,4,1903,,0,6,1.00,"1 Tbsp vanilla extract","1 TBSP VANILLA EXTRACT","TBSP FNL EKSTRKT"
28099,5,235,,0,2,3.00,"3 ripe bananas","3 RIPE BANANAS","RP BNNS"
28099,6,10541,,0,2,16.00,"16 low fat chocolate chip cookies","16 LOW FAT CHOCOLATE CHIP COOKIES","L FT XKLT XP KKS"
28100,1,6949,,0,2,12.00,"12 apple spice cookies","12 APPLE SPICE COOKIES","APL SPS KKS"
28100,2,11987,,0,11,15.00,"1 1/2  10 oz pkgs light silken tofu","1 1 2 10 OZ PKGS LIGHT SILKEN TOFU","    OS PKKS LFT SLKN TF"
28100,3,30556,,0,8,0.25,"1/4 cup fat free sour cream","1 4 CUP FAT FREE SOUR CREAM","  KP FT FR SR KRM"
28100,4,17366,,0,11,8.00,"1-8 oz package fat free cream cheese","1 8 OZ PACKAGE FAT FREE CREAM CHEESE","  OS PKJ FT FR KRM XS"
28100,5,561,,0,8,0.50,"1/2 cup sugar","1 2 CUP SUGAR","  KP SKR"
28100,6,1903,,0,6,1.00,"1 Tbsp vanilla extract","1 TBSP VANILLA EXTRACT","TBSP FNL EKSTRKT"
28100,7,4028,,0,8,0.50,"1/2 cup nonfat egg substitute","1 2 CUP NONFAT EGG SUBSTITUTE","  KP NNFT EK SBSTTT"
28100,8,11987,,0,11,5.00,"1/2-10 oz pkg light silken tofu","1 2 10 OZ PKG LIGHT SILKEN TOFU","   OS PKK LFT SLKN TF"
28100,9,550,,0,6,2.00,"2 Tbsp apricot all fruit preserves","2 TBSP APRICOT ALL FRUIT PRESERVES","TBSP APRKT AL FRT PRSRFS"
28100,10,30556,,0,8,0.25,"1/4 cup fat free sour cream","1 4 CUP FAT FREE SOUR CREAM","  KP FT FR SR KRM"
28100,11,4028,,0,8,0.33,"1/3 cup nonfat egg substitute","1 3 CUP NONFAT EGG SUBSTITUTE","  KP NNFT EK SBSTTT"
28100,12,284,,0,8,3.00,"3 cups fresh or frozen peaches","3 CUPS FRESH OR FROZEN PEACHES","KPS FRX OR FRSN PXS"
28100,13,275,,0,8,0.25,"1/4 cup orange juice","1 4 CUP ORANGE JUICE","  KP ORNJ JS"
28100,14,811,,0,5,0.12,"1/8 tsp ground cinnamon","1 8 TSP GROUND CINNAMON","  TSP KRNT SNMN"
28500,1,1039,,0,11,11.00,"11 oz can mandarin orange sections","11 OZ CAN MANDARIN ORANGE SECTIONS","OS KN MNTRN ORNJ SKXNS"
28500,2,3053,,0,11,20.00,"20 oz can pineapple chunks","20 OZ CAN PINEAPPLE CHUNKS","OS KN PNPL XNKS"
28500,3,519,,0,8,0.25,"1/4 cup shredded coconut","1 4 CUP SHREDDED COCONUT","  KP XRTT KKNT"
28500,4,990,,0,2,1.00,"1 medium-sized kiwifruit","1 MEDIUM SIZED KIWIFRUIT","MTM SST KWFRT"
28501,1,227,,0,8,1.25,"1 1/4 cups unsweetened chunky applesauce","1 1 4 CUPS UNSWEETENED CHUNKY APPLESAUCE","  KPS UNSWTNT XNK APLSS"
28501,2,555,,0,8,1.00,"1 cup light or dark molasses","1 CUP LIGHT OR DARK MOLASSES","KP LFT OR TRK MLSS"
28501,3,2681,,0,8,0.25,"1/4 cup salad oil","1 4 CUP SALAD OIL","  KP SLT OL"
28501,4,96,1,0,2,1.00,"1 large egg","1 LARGE EGG","LRJ EK"
28501,5,503,1,0,8,2.00,"2 cups all purpose flour","2 CUPS ALL PURPOSE FLOUR","KPS AL PRPS FLR"
28501,6,1611,,0,5,1.00,"1 tsp baking soda","1 TSP BAKING SODA","TSP BKNK ST"
28501,7,1183,,0,5,1.00,"1 tsp ground ginger","1 TSP GROUND GINGER","TSP KRNT JNJR"
28501,8,811,,0,5,1.00,"1 tsp ground cinnamon","1 TSP GROUND CINNAMON","TSP KRNT SNMN"
28501,9,812,,0,5,0.50,"1/2 tsp ground cloves","1 2 TSP GROUND CLOVES","  TSP KRNT KLFS"
28501,10,822,,0,5,0.50,"1/2 tsp salt","1 2 TSP SALT","  TSP SLT"
28502,1,14594,40,1,15,2.00,"4 medium chicken breast halves ","4 MEDIUM CHICKEN BREAST HALVES ","MTM XKN BRST HLFS "
28502,2,503,1,0,6,2.00,"2 Tbsp all purpose flour","2 TBSP ALL PURPOSE FLOUR","TBSP AL PRPS FLR"
28502,3,818,,0,5,0.25,"1/4 tsp pepper","1 4 TSP PEPPER","  TSP PPR"
28502,4,822,,0,5,1.50,"1 1/2 tsp salt","1 1 2 TSP SALT","  TSP SLT"
28502,5,97,1,0,2,1.00,"1  large egg white","1 LARGE EGG WHITE","LRJ EK WT"
28502,6,8710,,0,8,0.25,"1/4 cup dried bread crumbs","1 4 CUP DRIED BREAD CRUMBS","  KP TRT BRT KRMBS"
28502,7,1192,,0,5,0.50,"1/2 tsp dried rosemary leaves","1 2 TSP DRIED ROSEMARY LEAVES","  TSP TRT RSMR LFS"
28502,8,600,47,0,2,4.00,"4 medium-sized carrots","4 MEDIUM SIZED CARROTS","MTM SST KRTS"
28502,9,587,47,0,8,2.00,"1 small bunch broccoli","1 SMALL BUNCH BROCCOLI","SML BNX BRKKL"
