"FoodID","LineNumber","InstructionText"
28538,2,"set, about 1 hour.  In small bowl, with mixer at medium speed, beat light cream cheese, sour cream alternative, sugar, and vanilla extract until smooth.  With mixer at high speed, beat cream cheese mixture into partially set gelatin until thick and foamy,"
28538,3,"about 5 minutes.  Pour gelatin mixture into 9'' by 2 1/2'' springform pan.  Refrigerate until completely set, about 4 hours.  Dip metal spatula in hot water to gently loosen edge of dessert from pan; carefully remove side of springform pan.  Gently spread"
28538,4,"orange marmalade on top of cheesecake; refrigerate until ready to serve.  Makes 12 servings.   Recipe provided by Good Housekeeping. "
28539,1,"Preheat oven to 450°F.  Finely grate one carrot.  On waxed paper, mix bread crumbs, parsley, salt, and carrot.  Spread 1 side of cod fillets with horseradish sauce; dip sauce side of fillets into crumb mixture to coat.  Place cod fillets, crumb-side up,"
28539,2,"in 13'' by 9'' baking pan.  Bake 15 minutes or until topping is golden and fish flakes easily when tested with a fork.  Garnish with parsley sprigs to serve.  Makes 4 main-dish servings.   Recipe provided by Good Housekeeping. "
28540,1,"In medium bowl, mix yogurt, curry powder, lemon juice, and salt.  Cut each chicken-breast half into 6 chunks.  Add chicken pieces to yogurt mixture; toss to coat.  Preheat broiler if manufacturer directs.  Cut green onions into 2-inch lengths.  On eight"
28540,2,"6- to 7-inch long skewers, alternately thread chicken chunks and green onions.  Place skewers on rack in broiling pan.  Place pan in broiler at closest position to source of heat; broil kabobs 8 minutes or until chicken is fork-tender, turning skewers"
28540,3,"once.  Makes 4 main-dish servings.   Recipe provided by Good Housekeeping. "
28541,1,"In 12-inch skillet, stir undiluted tomato soup with soy sauce; add veal shank cross cuts.  Over high heat, heat to boiling.  Reduce heat to low; cover and simmer 1 hour, turning veal occasionally.  Meanwhile, peel carrots and cut each into 2 or 3 pieces."
28541,2," Chop onions.  After veal shanks have cooked 1 hour, add carrots and onions to skillet.  Over high heat, heat to boiling.  Reduce heat to low; cover and simmer 1 hour or until veal is very tender, turning veal occasionally.  Skim fat from pan gravy."
28541,3," Makes 4 servings.   Recipe provided by Good Housekeeping. "
28542,1,"In large bowl, combine yeast, salt, and 2 cups flour.  In 1-quart saucepan over medium heat, heat sugar, 3 tablespoons olive oil, and 1 1/4 cups water until very warm (125° to 130°F.).  With mixer at low speed, beat liquid into dry ingredients just until"
28542,2,"blended.  Increase speed to medium; beat 2 minutes.  Add 1/2 cup flour; beat 2 minutes.  With spoon, stir in 1 1/2 cups flour to make a soft dough.  Turn dough onto floured surface and knead until smooth and elastic, about 8 to 10 minutes, working in more"
28542,3,"flour (about 1/2 cup) while kneading.  Shape dough into ball; cover and let rest 15 minutes.  Grease and flour jelly-roll pan; pat dough into pan, pushing dough well into corners.  Cover; let rise in warm place (80° to 85°F.) until doubled, about 30"
28542,4,"minutes. Thinly slice garlic cloves.  While dough is rising, in small sauce pan over medium heat, cook sliced garlic in 2 tablespoons olive oil, stirring frequently, until garlic is golden.  With slotted spoon, remove and discard garlic.  Preheat oven to"
28542,5,"400°F.  With finger, make deep indentations over entire surface of dough.  Drizzle garlic oil over dough; top with grated Parmesan cheese, dried rosemary, coarse salt (optional 1 tsp), and coarsely ground black pepper.  Bake 10 minutes.  Meanwhile, slice"
28542,6,"each dried tomato lengthwise in half.  Remove focaccia from oven; top with dried tomatoes and garnish with fresh rosemary sprigs.  Bake 5 to 10 minutes longer until bread is golden brown.  Makes 12 servings.   Recipe provided by Good Housekeeping. "
28543,1,"Preheat oven to 350°F.  Grease 9'' by 5'' loaf pan.  In medium bowl, with spoon, mix together flour, baking powder, baking soda, cinnamon, salt, and ginger.  In large bowl, with mixer at medium speed, beat brown sugar, sugar, shortening, eggs, and pumpkin"
28543,2,"until blended; with spoon, stir in flour mixture just until flour is moistened.  Chop prunes and walnuts.  Stir in prunes and 1/2 cup walnuts.  Spoon batter evenly into pan.  Top with remaining nuts.  Bake 1 1/4 hours or until toothpick inserted in center"
28543,3,"comes out clean.  If top of loaf browns too quickly,  loosely cover with foil during last 30 minutes of baking time.  Cool bread in pan on wire rack 10 minutes; remove from pan; finish cooling on rack.  Makes 1 loaf or 12 servings.   Recipe provided by"
28543,4,"Good Housekeeping. "
28544,1,"Cut zucchini and mushrooms into 1/4 inch thick slices.  In 8 quart Dutch oven over medium-high heat, in 1 tablespoon hot olive oil, cook zucchini and mushrooms until lightly browned; with slotted spoon, remove to bowl.  While zucchini and mushrooms are"
28544,2,"cooking, with vegetable peeler, peel butternut squash; cut squash into 3/4 inch chunks.  Cut carrots into 1/4 inch thick slices.  Cut onion lengthwise in half; cut each half crosswise into 1/4 inch thick slices.  In same Dutch oven over medium-high heat,"
28544,3,"in 2 tablespoons hot olive oil, cook squash, carrots, and onion until lightly browned.  Meanwhile, remove tough stems from kale; coarsely chop.  To vegetables in Dutch oven, add kale, garbanzo beans with their liquid, raisins, lemon juice, sugar, 1"
28544,4,"vegetable bouillon cube and 1/2 cup water.  Over high heat, heat to boiling.  Reduce heat to low; cover and simmer 5 minutes or until vegetables are almost tender.  While vegetables are simmering, prepare couscous as label directs without salt, adding"
28544,5,"remaining vegetable bouillon cube to water.  Stir zucchini mixture into vegetable mixture; heat through.  Spoon vegetable stew into center of warm deep platter; spoon couscous around stew.  Makes 4 servings.   Recipe provided by Good Housekeeping. "
28545,1,"Preheat oven to 350°F.  Spray 24 mini muffin pan cups (1 3/4'' by 1'') or, for larger muffins, use twelve 2 1/2'' by 1 1/4'' muffin-pan cups; bake about 30 minutes with nonstick cooking spray. In medium bowl, mix flour, cereal, sugar, baking powder,"
28545,2,"baking soda, and salt.  In large bowl, with wire whisk or fork, mix bananas, yogurt, egg substitute, and vanilla well; stir in flour mixture just until moistened.  Spoon batter into muffin-pan cups.  Bake muffins 20 minutes or until tops are golden and"
28545,3,"toothpick  inserted in center of muffins comes out clean.  Remove from muffin-pan cups to wire racks.  Serve muffins warm, or cool on wire racks to serve later.  Makes 24 muffins. .   Recipe provided by Good Housekeeping. "
28546,1,"Prepare fettuccine as label directs.  Drain; keep warm.  In 5 quart saucepot, mix flour, pepper, ground nutmeg, and salt; stir in milk.  Cook over medium-high heat, stirring constantly, until mixture boils and thickens slightly; boil 1 minute.  Remove"
28546,2,"saucepot from heat.  Stir in fettuccine, grated Parmesan cheese, and chopped parsley.  Toss to coat well.  Serve immediately, garnished with parsley sprigs.  Makes 4 main dish servings.   Recipe provided by Good Housekeeping. "
28547,1,"Prepare fettuccine in saucepot as label directs; drain.  Return to saucepot; keep warm.  Meanwhile, cut egg plant into 1/2'' cubes and zucchini into 2'' x 1/2'' strips.   In 12-inch skillet over medium-high heat, in hot olive oil, cook eggplant and"
28547,2,"zucchini until tender and golden, stirring occasionally.  To vegetable mixture in skillet, add tomatoes with their liquid, salt, sugar, and pepper; over high heat, heat to boiling.  Reduce heat to low; cover and simmer 10 minutes.  To serve, toss"
28547,3,"fettuccine with vegetable mixture.  If you like, serve with Parmesan cheese.  Makes 4 main-dish servings.   Recipe provided by Good Housekeeping. "
28548,1,"Into large bowl, grate peel from lemon (reserve remaining lemon for use on another day).  Stir in buttermilk, sugar, and salt until well blended.  Gently stir in half of the fruit.  Spoon mixture into 11'' by 7'' or 9'' by 9'' baking pan; top with"
28548,2,"remaining fruit (some fruit will float on mixture for pretty color).  Cover; freeze until firm, at least 4 hours.  To serve, unmold fruit salad; place on lettuce-lined platter.  Let salad stand at room temperature to soften, about 30 minutes or until fork"
28548,3,"can be inserted easily.  Garnish with more fruit if you like.  Or, soften salad in pan; cut into 9 pieces and arrange them on individual lettuce-lined salad plates.  Makes 9 accompaniment servings.   Recipe provided by Good Housekeeping. "
28549,1,"Rinse lentils with running cold water and discard any stones or shriveled lentils.  In 3-quart saucepan over high heat, heat lentils, 1/2 teaspoon salt, and 3 cups water to boiling.  Reduce heat to low; cover and simmer 20 to 25 minutes until lentils are"
28549,2,"just tender.  Meanwhile, cut green onions into 1-inch pieces.  Cut yellow squash and zucchini into bite-sized chunks.  In 12 inch skillet over medium-high heat, in 1/4 cup hot Caesar salad dressing, cook green onions, yellow squash, zucchini, and 1"
28549,3,"teaspoon salt, stirring frequently, until squash is tender-crisp.  When lentils are done, drain in colander; add to skillet with squash.  Set aside.  If using frozen lima beans and/or peas, prepare as labels direct.  Drain.  Stir lima beans and peas into"
28549,4,"skillet with lentil mixture.  Stir in 1/2 cup boiling water and 1/4 cup salad dressing until well blended.  Spoon onto platter.  Serve warm.  Or, cover and refrigerate to serve cold later.  Makes 8 accompaniment servings. "
28550,1,"Prepare outdoor grill for barbecuing.  Meanwhile, cut 1 orange into 1/2 inch thick slices; cut remaining orange into quarters.  Cut off crown and stem end of pineapple; cut pineapple, with rind still on, lengthwise into quarters.  Cut off the core along"
28550,2,"the tops of the wedges; score wedge crosswise into 1 inch thick slices.  Sprinkle pineapple and oranges with brown sugar.  In small bowl, mix orange marmalade, curry powder, Worcestershire, salad oil, and salt.  Arrange 1/2'' thick  turkey cutlets and"
28550,3,"fruit on grill over medium heat.  Cook 5 to 7 minutes, brushing turkey frequently with marmalade mixture and turning turkey and fruit occasionally, until turkey just loses its pink color throughout and fruit is hot and browned.  To serve, arrange turkey"
28550,4,"and fruit on platter, tucking orange slices in between cutlets.  Garnish with pineapple crown.  Makes 6 main dish servings.  TO BROIL IN OVEN:  About 45 minutes before serving, preheat broiler if manufacturer directs.  Prepare fruit and orange-marmalade"
28550,5,"mixture as above.  Arrange fruit, with pineapple cut side up, on rack in large broiling pan.  Place pan in broiler at closest position to source of heat and broil about 5 to 7 minutes until fruit is hot and brown; keep warm.  Arrange turkey cutlets on"
28550,6,"same broiling pan.  Place pan in broiler at closest position to source of heat and broil turkey 5 to 7 minutes, brushing frequently with marmalade mixture and turning cutlets once, until turkey just loses its pink color throughout.  Serve as above."
28550,7,"  Recipe provided by Good Housekeeping. "
28551,1,"Cut carrots into 1 inch chunks; dice onion; cut celery into 1/2 inch thick diagonal slices.  Crush garlic with garlic press or finely mince.  In 5 quart Dutch oven over medium heat, in hot olive oil, cook carrots, onion, celery, salt, and pepper until"
28551,2,"vegetables are tender-crisp, about 15 minutes.  Stir in garlic; cook 1 minute.  Meanwhile, cut zucchini and potatoes into 1 1/2 inch chunks.  With sharp knife, remove any dark membrane from monkfish.  Cut monkfish into 2 inch chunks.  Shell and devein"
28551,3,"shrimp.  Rinse shrimp and scallops with running cold water.  With stiff brush, scrub clams with running cold water to remove any sand.  Into vegetable mixture in Dutch oven, stir potatoes, stewed tomatoes, clam juice, lemon juice, bay leaf, and clams;"
28551,4,"over high heat, heat to boiling.  Reduce heat to low; cover and simmer 20 minutes.  Add zucchini, monkfish, shrimp, and scallops; over high heat, heat to boiling.  Reduce heat to low; cover and simmer 10 to 12  minutes longer, gently stirring"
28551,5,"occasionally, until clams open fully, seafood is opaque throughout, and potatoes and zucchini are tender.  Sprinkle with chopped parsley.  Before serving, discard bay leaf.  Serve stew in soup bowls.  Makes 6 servings.   Recipe provided by Good"
28551,6,"Housekeeping. "
28552,1,"Prepare outdoor grill for barbecuing.  Meanwhile, cut Italian bread crosswise into 1 inch thick slices, but do not cut all the way through.  Mince garlic, then, using flat side of French knife or mortar and pestle, crush garlic to form paste.  In cup, mix"
28552,2,"garlic paste, olive oil, parsley, salt, oregano, and pepper.  With pastry brush, brush garlic mixture lightly on cut sides of bread slices, brushing any remaining garlic mixture on top of loaf.  Wrap loaf in double thickness of heavy-duty foil.  Place"
28552,3,"loaf on grill over medium heat.  Cook about 20 minutes, turning loaf occasionally, until bread is heated through and crisp.  Makes 8 accompaniment servings.  TO BAKE IN OVEN:  About 40 minutes before serving, preheat oven to 425°F.  Prepare Italian bread"
28552,4,"and garlic mixture as above.  Wrap loaf loosely in foil, leaving the seam of foil slightly open.  Bake loaf 20 minutes until bread is heated through and crisp.   Recipe provided by Good Housekeeping. "
28553,1,"Chop celery and onion.  In 12 inch skillet over medium heat, in hot margarine, cook celery and onion until tender, stirring occasionally.  In 4 cup measuring cup, mix chicken-flavor bouillon with 3 cups hot tap water.  Cut bread into cubes.  In very large"
28553,2,"bowl, toss bread cubes, parsley, sage, salt, thyme, pepper, celery mixture, and bouillon mixture to mix  well.  Use to stuff 12- to 16-pound turkey.  Or, spoon stuffing into 13'' by 9'' glass baking dish; cover with foil and bake in preheated 325°F. oven"
28553,3,"45 minutes or until heated through.  Makes about 12 cups stuffing, 24  1/2 cup servings.   Recipe provided by Good Housekeeping. "
28554,1,"In 5 quart saucepot over high heat, heat sweet potatoes and enough water to cover to boiling.  Reduce heat to low; cover and simmer 30 to 40 minutes, until potatoes are fork-tender.  Drain potatoes; cool slightly until easy to handle, then peel and cut"
28554,2,"potatoes into 1/2 inch thick slices.  Meanwhile, drain and discard all but 1/2 cup juice from pineapple chunks.  In 3 quart saucepan over high heat, heat pineapple juice, orange and lemon slices, brown sugar, raisins, margarine, cinnamon, nutmeg, and"
28554,3,"allspice to boiling.  Reduce heat to low; cover and simmer until mixture thickens slightly, about 10 minutes.  Discard orange and lemon slices.  Preheat oven to 350°F.  Grease 13'' by 9'' glass baking dish.  Arrange sweet-potato slice, overlapping in"
28554,4,"baking dish.  Tuck pineapple chunks, mandarin oranges, bananas, and pecans among sweet potato slices.  Pour spice sauce over potatoes; top with marshmallows.  Bake 20 to 25 minutes until marshmallows melt and turn golden brown and mixture is hot and"
28554,5,"bubbly.  Makes 10 accompaniment servings.   Recipe provided by Good Housekeeping. "
28555,1,"Prepare sauce:  Finely chopped onion.  In nonstick 10 inch skillet over medium heat, in hot salad oil, cook onion until tender.  Add tomatoes with their liquid, tomato paste, sugar, Italian herb seasoning, 1/2 teaspoon salt, and 3/4 cup water; over high"
28555,2,"heat, heat to boiling stirring to break up tomatoes.  Reduce heat to low; cover and simmer sauce 15 minutes, stirring occasionally.  Meanwhile, prepare lasagna noodles as label directs.  Prepare spinach as label directs; drain in colander.  With back of"
28555,3,"spoon, press spinach until very dry.  Preheat oven to 375°F.  Spoon sauce into shallow 2 1/2 quart casserole or 13'' by 9'' glass baking dish.  In bowl, mix spinach, ricotta cheese, Parmesan cheese, pepper, and 3/4 teaspoon salt until blended.  Spread"
28555,4,"rounded 1/4 cup ricotta filling on each lasagna noodle and roll jelly-roll fashion.  With serrated knife, slice each rolled noodle crosswise in half.  Arrange rolls, cut-side down, in sauce in casserole in 1 layer.  Cover dish loosely with foil; bake 35"
28555,5,"to 40 minutes until hot and bubbly.  Makes 8 main-dish servings.   Recipe provided by Good Housekeeping. "
28556,1,"Preheat oven to 375°F.  From 1 lemon, with vegetable peeler, cut peel into 1 inch wide strips; wrap in plastic wrap; reserve for garnish.  From remaining 2 lemons, grate peel.  Squeeze juice from all 3 lemons.  In large bowl, with mixer at low speed, beat"
28556,2,"egg-white ingredient packet from cake mix with orange juice and 1 cup water until blended.  With mixer at  high speed, continue beating 5 to 10 minutes, scraping bowl occasionally with rubber spatula, until stiff peaks form.  With rubber spatula, fold in"
28556,3,"cake-flour ingredient packet, lemon extract, and grated lemon peel just until flour disappears.  Pour batter into ungreased 10 inch tube pan with removable bottom.  Bake 30 to 35 minutes until cake springs back when lightly touched.  Invert cake in pan on"
28556,4,"funnel or bottle; cool in pan.   While cake is cooling, prepare lemon peel for garnish:  With knife, trim white membrane, if any, from reserved lemon peel strips; cut into matchstick thin strips.  With metal spatula, carefully loosen cake from pan; place"
28556,5,"cake, bottom-side up, on cake plate.  In 1 quart saucepan over high heat, heat sugar and 1/2 cup lemon juice to boiling.  Reduce heat to medium; cook, stirring occasionally, until mixture is reduced to 1/2 cup, about 5 minutes.  With long wooden skewer,"
28556,6,"poke many holes in cake; with pastry brush, brush lemon juice mixture over top and side of cake.  In medium bowl, with spoon, mix confectioners' sugar and 2 tablespoons plus 2 1/2 teaspoons lemon juice until smooth, to form a thick but spreadable frosting"
28556,7,"(stir in more lemon juice, 1/4 teaspoon at a time, if frosting is too stiff).  Reserve any remaining lemon juice for use another day.  With small metal spatula, spread frosting over top of cake, allowing it to drip down side of cake.  Garnish cake with"
28556,8,"lemon peel strips and mint sprigs.  Makes 16 servings.   Recipe provided by Good Housekeeping. "
28557,1,"Shell and devein shrimp, reserving shells.  In 2 quart saucepan over high heat, heat shrimp shells and 1 1/4 cups water to boiling.  Reduce heat to low; simmer, uncovered, 15 minutes.  With slotted spoon, discard shrimp shells.  Set shrimp broth aside."
28557,2," Meanwhile, rinse scallops with running cold water to remove any sand from crevices.  Chop onion; thinly slice garlic.  Cut cod into bite-size chunks.  In nonstick 12 inch skillet over medium heat, in hot salad oil, cook onion until very tender.  Add"
28557,3,"garlic; cook until garlic is lightly browned.  Over high heat, add shrimp, scallops, and 1/2 teaspoon salt; cook, stirring constantly, until shrimp and scallops are coated with oil.  Add 1 tablespoon white wine and continue cooking until shrimp and"
28557,4,"scallops turn opaque throughout and are lightly browned, 3 to 5 minutes.  With slotted spoon, remove shrimp mixture to bowl.  In oil remaining in skillet over high heat, cook cod until coated with oil.  Add 1 tablespoon white wine and 1/4 teaspoon salt;"
28557,5,"cook until cod flakes easily when tested with a fork. Remove cod to bowl with shrimp mixture.  Into same skillet, stir tomatoes with their liquid, oregano, chicken bouillon, 1 1/2 teaspoons salt, and shrimp broth.  Over high heat, heat to boiling stirring"
28557,6,"to break up tomatoes.  Reduce heat to low; simmer, uncovered, 10 minutes, stirring occasionally.  Meanwhile, prepare linguine as label directs; drain.  To serve, gently stir shrimp, scallops, and cod with any liquid remaining in bowl into tomato sauce;"
28557,7,"heat through.  Spoon pasta into large bowl; top with seafood mixture.  Garnish with parsley sprigs.  Makes 6 main dish servings.   Recipe provided by Good Housekeeping. "
28558,1,"Shell and devein shrimp.  Rinse shrimp with running cold water.  In bowl, mix shrimp with sherry; set shrimp aside.  Thinly slice garlic.  Cut carrot into matchstick-thin strips.  Cut mushrooms into 1/4 inch thick slices.  In saucepot, cook linguine as"
28558,2,"label directs.  Return linguine to saucepot; keep warm.  Meanwhile, in 10 inch skillet over medium heat, in 2 tablespoon hot olive oil, cook garlic, stirring occasionally, until garlic is golden  brown; with slotted spoon, remove and discard garlic.  In"
28558,3,"oil in skillet over high heat, cook shrimp, carrot, black pepper, and 1/4 tsp salt until shrimp are opaque throughout.  With slotted spoon, remove shrimp mixture to bowl.  In oil remaining in skillet and 2 tablespoons additional hot olive oil, over high"
28558,4,"heat, cook shiitake mushrooms and 1/4 teaspoon salt until mushrooms are tender and golden, stirring frequently.  Stir chicken broth into skillet with mushrooms; over high heat, heat to boiling.  Stir mushroom mixture into linguine in saucepot; add shrimp"
28558,5,"mixture, parsley, and  1/2 teaspoon salt; heat through.  Makes 4 main-dish servings.   Recipe provided by Good Housekeeping. "
28559,1,"In 8 quart Dutch oven over medium-high heat, cook hot Italian sausage links until browned on all sides; drain sausage on paper towels.  When sausages are cool enough to handle, cut into 1/2 inch thick diagonal slices.  Meanwhile, cut celery, red pepper,"
28559,2,"and green pepper into 1/2 inch pieces; dice onion.  In drippings in Dutch oven over medium-high heat, cook celery, peppers, and onion, stirring occasionally, until tender and golden.  Preheat oven to 350°F.  Into vegetable mixture in Dutch oven, stir"
28559,3,"rice.  Cook, stirring, until rice is opaque.  Add chicken broth, stewed tomatoes, bay leaf,  hot pepper sauce, dried thyme, and cooked sausage; over high heat, heat to boiling.  Cover Dutch oven and bake 25 minutes.  Meanwhile, cut monkfish fillets into 1"
28559,4,"1/2 inch pieces.  Shell and devein shrimp.  Rinse shrimp and scallops under running cold water.  Stir seafood into rice mixture in Dutch oven.  Cover and bake 20 to 25 minutes longer, stirring occasionally, until rice is tender and seafood is opaque"
28559,5,"throughout.  Stir in chopped parsley.  Discard bay leaf to serve.  Makes 6 main-dish servings.  *Ask fishman to clean monkfish well, removing all membrane and  discolored flesh.  Can substitute scrod for monkfish.   Recipe provided by Good Housekeeping. "
28560,1,"Prepare macaroni as label directs but do not use salt in water; drain.  Meanwhile, in 5-quart Dutch oven or saucepot over medium-high heat, in hot olive oil, cook carrots, celery, and onion until tender.  Add tomatoes with their liquid, broth, salt,"
28560,2,"pepper, and 3 cups water; heat to boiling.  Reduce heat to low; simmer, uncovered, 10 minutes.  Drain white and red kidney beans.  In small bowl, with fork, mash 1 can white kidney beans.  To vegetable mixture, add mashed white kidney beans, remaining"
28560,3,"white kidney beans, red kidney beans, cooked macaroni, frozen spinach; over medium-high heat, heat through.  Serve with grated Parmesan cheese.  Makes 12 appetizer servings.   Recipe provided by Good Housekeeping. "
28561,1,"Prepare pasta as label directs; drain.  Meanwhile, chop onion and carrot.  Coarsely slice cabbage and discard any tough ribs.  (You should have about 8 cups sliced cabbage.)  In 5 quart Dutch oven or saucepot over medium heat, in hot olive or salad oil,"
28561,2,"cook onion and carrot until tender.  Add cabbage, stewed tomatoes, instant broth, and 6 cups water; over high heat, heat to boiling.  Reduce heat to low; cover and simmer 30 minutes or until cabbage is very tender.  Add cooked pasta, red and white kidney"
28561,3,"beans with their liquid, frozen spinach, thyme, and pepper; over high heat, cook until spinach is completely thawed and mixture is hot.  Makes 10 appetizer servings.   Recipe provided by Good Housekeeping. "
28562,1,"In small saucepan over medium heat, toast walnuts, shaking saucepan frequently, until walnuts are lightly browned.  Cool walnuts.  Chop walnuts very fine; set aside.  Preheat oven to 350°F.  Spray 10 inch Bundt pan with nonstick cooking spray.  In large"
28562,2,"bowl, with mixer at low speed, beat light corn oil spread and sugar just until blended.  Increase speed to high; beat until light and fluffy, about 5 minutes, scraping bowl frequently with rubber spatula.  Reduce speed to low; add flour, oats, applesauce,"
28562,3,"yogurt, egg substitute, baking powder, baking soda, salt, vanilla extract, and ground cinnamon.  Beat until well mixed, occasionally scraping bowl with rubber spatula.  Fold in the chopped walnuts.  Pour batter into Bundt pan.  Bake 45 to 50 minutes until"
28562,4,"toothpick inserted in center of cake comes out clean.  Cool cake in pan on wire rack 10 minutes.  Remove cake from pan; cool completely on rack.  Makes 16 servings.   Recipe provided by Good Housekeeping. "
28563,1,"In large saucepot, prepare egg noodles as label directs; drain.  Return noodles to saucepot.  Meanwhile, preheat oven to 350°F.  In blender at medium speed or in food processor with knife blade attached, blend cottage cheese, sour cream alternative, and"
28563,2,"egg substitute until smooth.  Thaw and drain spinach well.  Into noodles, stir cottage cheese mixture, milk, spinach, sugar, salt, pepper, and nutmeg until blended.  Grease shallow 3 1/2 quart casserole.  Spoon  noodle mixture into casserole.  Cover and"
28563,3,"bake 40 minutes or until hot.  Meanwhile, if you like, prepare Crumb Topping (see recipe below).  To serve, sprinkle Crumb Topping over casserole.  Makes 6 main-dish servings.  CRUMB TOPPING:  Tear 2 slices white bread into small pieces.  In 10 inch"
28563,4,"skillet over medium heat, melt margarine.  Add bread crumbs and cook until golden, stirring frequently.  Remove skillet from heat.   Recipe provided by Good Housekeeping. "
28564,1,"For 100 servings:  blend flour, baking soda, salt, rolled oats, sugar, brown sugar, cinnamon, cloves, and nutmeg for 2 minutes in mixer bowl on low speed.  Add shortening, margarine, eggs, and vanilla.  Mix for 1 minute on medium speed.  Add raisins and"
28564,2,"blend for 30 seconds on low speed.  Portion with level No. 40 scoop (1 3/5 Tbsp) in rows 6 down and 5 across onto each of 4 cookie sheet pans (18 in x 26 in x 1 in).  Bake in a conventional oven at 350 degrees F for 12-14 minutes, or until lightly"
28564,3,"browned.  Do Not Overbake.  Cool completely.  Remove from sheet pan."
28565,1,"In large bowl, combine yeast, salt, 2 cups whole wheat flour and 1 cup all-purpose flour.  In 2 quart saucepan over low heat, heat honey, margarine, and 2 cups water until very warm (125° to 130°F.).  Margarine does not need to melt.  With mixer at low"
28565,2,"speed, gradually beat honey mixture into dry ingredients just until blended.  Increase speed to medium; beat 2 minutes, occasionally scraping bowl with rubber spatula.  Beat in 1 egg, 1 egg yolk, and 3/4 cup whole wheat flour to make a thick batter;"
28565,3,"continue beating 2 minutes, scraping bowl often.  Refrigerate egg white to brush on rolls later.  With wooden spoon, stir in wheat germ, 1 cup oats, and 2 1/4 cups all-purpose flour to make a soft dough.  Turn dough onto lightly floured surface and knead"
28565,4,"until smooth and elastic, about 10 minutes, working in more flour (about 3/4 cup) while kneading.  Shape dough into a ball; cover and let rest 15 minutes.  Grease 17'' by 11 1/2'' roasting pan.  Cut dough into 24 equal pieces; shape into balls and place"
28565,5,"in roasting pan.  Cover and let rise until doubled, about 40 minutes.  Preheat oven to 400°F.  In cup, with fork, beat reserved egg white.  Brush rolls with egg white; sprinkle with remaining oats.  Bake rolls 15 to 20 minutes until golden and rolls sound"
28565,6,"hollow when lightly tapped.  Serve warm.  Or, cool in pan on rack to serve later.  Reheat if desired.  Pull rolls apart to serve.  Makes 2 dozen rolls.   Recipe provided by Good Housekeeping. "
28566,1,"Dice bacon and unpeeled potatoes.  Chop onion; mince garlic.  In 4 quart saucepan over medium-high heat, cook bacon until browned; with slotted spoon, remove to bowl.  Discard all but 1 tablespoon fat.  In fat in saucepan over medium heat, cook onion and"
28566,2,"garlic until onion is tender, about 10 minutes.  Return bacon to saucepan; add chicken broth, tomatoes with their liquid, rosemary, potatoes, and 2 1/2 cups water; over high heat, heat to boiling.  Reduce heat to low; cover and simmer 5 minutes.  Stir in"
28566,3,"macaroni and frozen lima beans; over high heat, heat to boiling.  Reduce heat to low; cover and simmer 15 minutes or until macaroni and lima beans are tender, stirring occasionally.  Stir in spinach; heat through.   Make 10 appetizer servings.   Recipe"
28566,4,"provided by Good Housekeeping. "
28567,1,"Prepare rice as label directs, but do not add margarine.  Keep warm.  With vegetable peeler, cut peel from orange into long strips.  With knife, trim white membrane from strips.  Cut strips lengthwise into matchstick-thin strips.  Into cup, squeeze juice"
28567,2,"from orange.  You should have about 1/2 cup.  Stir in cornstarch, salt, cinnamon, cloves, and 2 tablespoons sugar; set aside.  In small saucepan over high heat, heat orange peel strips and 1 cup water to boiling.  Reduce heat to medium-low; simmer,"
28567,3,"uncovered, 10 minutes.  Drain off liquid.  Add 2 tablespoons sugar and 1/4 cup water to orange peel; cook 5 minutes longer; set orange peel aside.  While orange peels are cooking, spray 10 inch skillet with nonstick cooking spray; place over medium-high"
28567,4,"heat.  Place steaks in skillet and cook until browned on both sides, about 8 minutes for rare or until of desired doneness.  Remove steaks to 4 dinner plates.  Into drippings in skillet, stir orange juice mixture and 1/2 cup water; heat to boiling.  Cook,"
28567,5,"stirring, until mixture thickens slightly.  To serve, stir chopped radicchio and parsley into rice.  Spoon rice onto plates with steaks.   Spoon sauce over steaks; sprinkle with orange peel.  Makes 4 main dish servings.   Recipe provided by Good"
28567,6,"Housekeeping. "
28568,1,"Slice each scallop horizontally in half.  Remove tough stems from spinach and coarsely chop leaves.  Cut peppers into very thin strips.  In 12-inch skillet over medium-high heat, in hot salad oil, cook pepper strips 5 minutes or until tender-crisp.  To"
28568,2,"skillet with pepper strips, add teriyaki sauce, seasoning packet from 1 package oriental-style noodles (reserve other seasoning packet to make soup another day), and 4 cups water; over high heat, heat to boiling.  Add scallops, spinach and noodles; heat"
28568,3,"to boiling.  Reduce heat to low; cover and simmer 5 minutes or until noodles are tender and scallops are opaque.  Makes 8 servings.   Recipe provided by Good Housekeeping. "
28569,1,"In 3 quart saucepan over high heat, heat tomatoes with their liquid, spicy vegetable juice, tomato bits, sugar, basil, and salt to boiling, stirring to break up tomatoes.  Reduce heat to low; cover and simmer tomato sauce 20 minutes.  Meanwhile, prepare"
28569,2,"shell macaroni as label directs but do not use salt in water; drain.  Preheat oven to 350°F.  In deep 4 quart casserole, mix macaroni, tomato sauce, Parmesan cheese, and 2 cups shredded nonfat mozzarella cheese.  Top with remaining shredded mozzarella"
28569,3,"cheese.  Bake 40 to 45 minutes until casserole is hot and top is lightly browned.  Garnish with fresh basil sprig.  Makes 6 main dish servings.   Recipe provided by Good Housekeeping. "
